普通小怪10000+ 普通精英30000+ 普通boss50000+ 精英XX100000+ 魔王XX200000+,角色ID,角色名,描述,动作,数据,半身像,"头像=INDEX([头像与BOSS对应关系.xlsx]Sheet1!$B:$B,MATCH(E3,[头像与BOSS对应关系.xlsx]Sheet1!$C:$C,0),0)",属性模版ID,AI ID,重量,跳跃,速度,击退次数保护,浮空次数保护,重量增加极限,不能浮空,击杀掉落,"符号显示高度=INDEX('[boss小怪身高.xlsx]Sheet1'!$B:$B,MATCH(E3,'[boss小怪身高.xlsx]Sheet1'!$A:$A,0),0)"
酒香飘然小怪2,300112,天兵B,,Z0002,Z0002,,,1029,1000,10,,8,15,10,5,,,210
酒香飘然小怪3,300113,天兵C,,Z0003,Z0003,,,1030,1000,10,,8,15,10,5,,,225
酒香飘然小怪4,300114,天兵D,,Z0004,Z0004,,,1031,1000,10,,8,15,10,5,,,190
酒香飘然小怪5,300115,小怪5,,,,,,1032,,10,,8,15,10,5,,,
酒香飘然小怪6,300116,小怪6,,,,,,1033,,10,,8,15,10,5,,,
酒香飘然精英1,300171,精英1,,,,,,7029,,10,,8,15,10,5,,,
酒香飘然精英2,300172,精英2,,,,,,7030,,10,,8,15,10,5,,,
酒香飘然boss1,300191,boss1,,,,,,9029,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
藏酒之处小怪1,300211,天兵A,,Z0001,Z0001,,,1029,1000,10,,8,15,10,5,,,210
藏酒之处小怪2,300212,天兵B,,Z0002,Z0002,,,1030,1000,10,,8,15,10,5,,,210
藏酒之处小怪3,300213,天兵C,,Z0003,Z0003,,,1031,1000,10,,8,15,10,5,,,225
藏酒之处小怪4,300214,天兵D,,Z0004,Z0004,,,1032,1000,10,,8,15,10,5,,,190
藏酒之处小怪5,300215,小怪5,,,,,,1033,,10,,8,15,10,5,,,
藏酒之处小怪6,300216,小怪6,,,,,,1034,,10,,8,15,10,5,,,
藏酒之处精英1,300271,精英1,,,,,,7030,,10,,8,15,10,5,,,
藏酒之处精英2,300272,精英2,,,,,,7031,,10,,8,15,10,5,,,
藏酒之处boss1,300291,boss1,,,,,,9030,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
酒窖守卫小怪1,300311,天兵A,,Z0001,Z0001,,,1030,1000,10,,8,15,10,5,,,210
酒窖守卫小怪2,300312,天兵B,,Z0002,Z0002,,,1031,1000,10,,8,15,10,5,,,210
酒窖守卫小怪3,300313,天兵C,,Z0003,Z0003,,,1032,1000,10,,8,15,10,5,,,225
酒窖守卫小怪4,300314,天兵D,,Z0004,Z0004,,,1033,1000,10,,8,15,10,5,,,190
酒窖守卫小怪5,300315,小怪5,,,,,,1034,,10,,8,15,10,5,,,
酒窖守卫小怪6,300316,小怪6,,,,,,1035,,10,,8,15,10,5,,,
酒窖守卫精英1,300371,精英1,,,,,,7031,,10,,8,15,10,5,,,
酒窖守卫精英2,300372,精英2,,,,,,7032,,10,,8,15,10,5,,,
酒窖守卫boss1,300391,酒窖守卫,,C0006,C0006,,head_2037,9031,10031,10,,10,15,10,5,,,240
,,,,,,,,,,,,,,,,,,
受困窖中小怪1,300411,天兵A,,Z0001,Z0001,,,1030,1000,10,,8,15,10,5,,,210
受困窖中小怪2,300412,天兵B,,Z0002,Z0002,,,1031,1000,10,,8,15,10,5,,,210
受困窖中小怪3,300413,天兵C,,Z0003,Z0003,,,1032,1000,10,,8,15,10,5,,,225
受困窖中小怪4,300414,天兵D,,Z0004,Z0004,,,1033,1000,10,,8,15,10,5,,,190
受困窖中小怪5,300415,小怪5,,,,,,1034,,10,,8,15,10,5,,,
受困窖中小怪6,300416,小怪6,,,,,,1035,,10,,8,15,10,5,,,
受困窖中精英1,300471,精英1,,,,,,7031,,10,,8,15,10,5,,,
受困窖中精英2,300472,精英2,,,,,,7032,,10,,8,15,10,5,,,
受困窖中boss1,300491,广目天王（不要）,,A0003,A0003,,head_2003,9031,10013,10,,12,15,10,5,,,310
,,,,,,,,,,,,,,,,,,
再战增长小怪1,300511,天兵A,,Z0001,Z0001,,,1031,1000,10,,8,15,10,5,,,210
再战增长小怪2,300512,天兵B,,Z0002,Z0002,,,1032,1000,10,,8,15,10,5,,,210
再战增长小怪3,300513,天兵C,,Z0003,Z0003,,,1033,1000,10,,8,15,10,5,,,225
再战增长小怪4,300514,天兵D,,Z0004,Z0004,,,1034,1000,10,,8,15,10,5,,,190
再战增长小怪5,300515,小怪5,,,,,,1035,,10,,8,15,10,5,,,
再战增长小怪6,300516,小怪6,,,,,,1036,,10,,8,15,10,5,,,
再战增长精英1,300571,精英1,,,,,,7032,,10,,8,15,10,5,,,
再战增长精英2,300572,精英2,,,,,,7033,,10,,8,15,10,5,,,
再战增长boss1,300591,增长天王,,A0002,A0002,,head_2002,9032,10008,10,,12,15,10,5,,,300
,,,,,,,,,,,,,,,,,,
丹炉守卫小怪1,300611,天兵A,,Z0001,Z0001,,,1031,1000,10,,8,15,10,5,,,210
丹炉守卫小怪2,300612,天兵B,,Z0002,Z0002,,,1032,1000,10,,8,15,10,5,,,210
丹炉守卫小怪3,300613,天兵C,,Z0003,Z0003,,,1033,1000,10,,8,15,10,5,,,225
丹炉守卫小怪4,300614,天兵D,,Z0004,Z0004,,,1034,1000,10,,8,15,10,5,,,190
丹炉守卫小怪5,300615,小怪5,,,,,,1035,,10,,8,15,10,5,,,
丹炉守卫小怪6,300616,小怪6,,,,,,1036,,10,,8,15,10,5,,,
丹炉守卫精英1,300671,精英1,,,,,,7032,,10,,8,15,10,5,,,
丹炉守卫精英2,300672,精英2,,,,,,7033,,10,,8,15,10,5,,,
丹炉守卫boss1,300691,boss1,,,,,,9032,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
再战雷公小怪1,300711,天兵A,,Z0001,Z0001,,,1032,1000,10,,8,15,10,5,,,210
再战雷公小怪2,300712,天兵B,,Z0002,Z0002,,,1033,1000,10,,8,15,10,5,,,210
再战雷公小怪3,300713,天兵C,,Z0003,Z0003,,,1034,1000,10,,8,15,10,5,,,225
再战雷公小怪4,300714,天兵D,,Z0004,Z0004,,,1035,1000,10,,8,15,10,5,,,190
再战雷公小怪5,300715,小怪5,,,,,,1036,,10,,8,15,10,5,,,
再战雷公小怪6,300716,小怪6,,,,,,1037,,10,,8,15,10,5,,,
再战雷公精英1,300771,精英1,,,,,,7033,,10,,8,15,10,5,,,
再战雷公精英2,300772,精英2,,,,,,7034,,10,,8,15,10,5,,,
再战雷公boss1,300791,雷公,,S0001,S0001,,head_2016,9033,10002,10,,12,15,10,5,,,320
,,,,,,,,,,,,,,,,,,
脱身兜率小怪1,300811,天兵A,,Z0001,Z0001,,,1032,1000,10,,8,15,10,5,,,210
脱身兜率小怪2,300812,天兵B,,Z0002,Z0002,,,1033,1000,10,,8,15,10,5,,,210
脱身兜率小怪3,300813,天兵C,,Z0003,Z0003,,,1034,1000,10,,8,15,10,5,,,225
脱身兜率小怪4,300814,天兵D,,Z0004,Z0004,,,1035,1000,10,,8,15,10,5,,,190
脱身兜率小怪5,300815,小怪5,,,,,,1036,,10,,8,15,10,5,,,
脱身兜率小怪6,300816,小怪6,,,,,,1037,,10,,8,15,10,5,,,
脱身兜率精英1,300871,精英1,,,,,,7033,,10,,8,15,10,5,,,
脱身兜率精英2,300872,精英2,,,,,,7034,,10,,8,15,10,5,,,
脱身兜率boss1,300891,boss1,,,,,,9033,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
巨神临门小怪1,300911,天兵A,,Z0001,Z0001,,,1033,1000,10,,8,15,10,5,,,210
巨神临门小怪2,300912,天兵B,,Z0002,Z0002,,,1034,1000,10,,8,15,10,5,,,210
巨神临门小怪3,300913,天兵C,,Z0003,Z0003,,,1035,1000,10,,8,15,10,5,,,225
巨神临门小怪4,300914,天兵D,,Z0004,Z0004,,,1036,1000,10,,8,15,10,5,,,190
巨神临门小怪5,300915,小怪5,,,,,,1037,,10,,8,15,10,5,,,
巨神临门小怪6,300916,小怪6,,,,,,1038,,10,,8,15,10,5,,,
巨神临门精英1,300971,精英1,,,,,,7034,,10,,8,15,10,5,,,
巨神临门精英2,300972,精英2,,,,,,7035,,10,,8,15,10,5,,,
巨神临门boss1,300991,巨灵神,,A0005,A0005,,head_2005,200002,10001,10,,8,15,10,5,,,480
,,,,,,,,,,,,,,,,,,
天庭血路小怪1,301011,天兵A,,Z0001,Z0001,,,1033,1000,10,,8,15,10,5,,,210
天庭血路小怪2,301012,天兵B,,Z0002,Z0002,,,1034,1000,10,,8,15,10,5,,,210
天庭血路小怪3,301013,天兵C,,Z0003,Z0003,,,1035,1000,10,,8,15,10,5,,,225
天庭血路小怪4,301014,天兵D,,Z0004,Z0004,,,1036,1000,10,,8,15,10,5,,,190
天庭血路小怪5,301015,小怪5,,,,,,1037,,10,,8,15,10,5,,,
天庭血路小怪6,301016,小怪6,,,,,,1038,,10,,8,15,10,5,,,
天庭血路精英1,301071,精英1,,,,,,7034,,10,,8,15,10,5,,,
天庭血路精英2,301072,精英2,,,,,,7035,,10,,8,15,10,5,,,
天庭血路boss1,301091,boss1,,,,,,9034,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
前后夹击小怪1,301111,天兵A,,Z0001,Z0001,,,1034,1000,10,,8,15,10,5,,,210
前后夹击小怪2,301112,天兵B,,Z0002,Z0002,,,1035,1000,10,,8,15,10,5,,,210
前后夹击小怪3,301113,天兵C,,Z0003,Z0003,,,1036,1000,10,,8,15,10,5,,,225
前后夹击小怪4,301114,天兵D,,Z0004,Z0004,,,1037,1000,10,,8,15,10,5,,,190
前后夹击小怪5,301115,小怪5,,,,,,1038,,10,,8,15,10,5,,,
前后夹击小怪6,301116,小怪6,,,,,,1039,,10,,8,15,10,5,,,
前后夹击精英1,301171,精英1,,,,,,7035,,10,,8,15,10,5,,,
前后夹击精英2,301172,精英2,,,,,,7036,,10,,8,15,10,5,,,
前后夹击boss1,301191,持国天王（不要）,,A0001,A0001,,head_2001,9035,10010,10,,12,15,10,5,,,370
,,,,,,,,,,,,,,,,,,
再战广目小怪1,301211,天兵A,,Z0001,Z0001,,,1034,1000,10,,8,15,10,5,,,210
再战广目小怪2,301212,天兵B,,Z0002,Z0002,,,1035,1000,10,,8,15,10,5,,,210
再战广目小怪3,301213,天兵C,,Z0003,Z0003,,,1036,1000,10,,8,15,10,5,,,225
再战广目小怪4,301214,天兵D,,Z0004,Z0004,,,1037,1000,10,,8,15,10,5,,,190
再战广目小怪5,301215,小怪5,,,,,,1038,,10,,8,15,10,5,,,
再战广目小怪6,301216,小怪6,,,,,,1039,,10,,8,15,10,5,,,
再战广目精英1,301271,精英1,,,,,,7035,,10,,8,15,10,5,,,
再战广目精英2,301272,精英2,,,,,,7036,,10,,8,15,10,5,,,
再战广目boss1,301291,广目天王 ,,A0003,A0003,,head_2003,9035,10013,10,,12,15,10,5,,,320
,,,,,,,,,,,,,,,,,,
通园小径小怪1,301311,天兵A,,Z0001,Z0001,,,1035,1000,10,,8,15,10,5,,,210
通园小径小怪2,301312,天兵B,,Z0002,Z0002,,,1036,1000,10,,8,15,10,5,,,210
通园小径小怪3,301313,天兵C,,Z0003,Z0003,,,1037,1000,10,,8,15,10,5,,,225
通园小径小怪4,301314,天兵D,,Z0004,Z0004,,,1038,1000,10,,8,15,10,5,,,190
通园小径小怪5,301315,小怪5,,,,,,1039,,10,,8,15,10,5,,,
通园小径小怪6,301316,小怪6,,,,,,1040,,10,,8,15,10,5,,,
通园小径精英1,301371,精英1,,,,,,7036,,10,,8,15,10,5,,,
通园小径精英2,301372,精英2,,,,,,7037,,10,,8,15,10,5,,,
通园小径boss1,301391,boss1,,,,,,9036,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
重重围堵小怪1,301411,天兵A,,Z0001,Z0001,,,1035,1000,10,,8,15,10,5,,,210
重重围堵小怪2,301412,天兵B,,Z0002,Z0002,,,1036,1000,10,,8,15,10,5,,,210
重重围堵小怪3,301413,天兵C,,Z0003,Z0003,,,1037,1000,10,,8,15,10,5,,,225
重重围堵小怪4,301414,天兵D,,Z0004,Z0004,,,1038,1000,10,,8,15,10,5,,,190
重重围堵小怪5,301415,小怪5,,,,,,1039,,10,,8,15,10,5,,,
重重围堵小怪6,301416,小怪6,,,,,,1040,,10,,8,15,10,5,,,
重重围堵精英1,301471,精英1,,,,,,7036,,10,,8,15,10,5,,,
重重围堵精英2,301472,精英2,,,,,,7037,,10,,8,15,10,5,,,
重重围堵boss1,301491,boss1,,,,,,9036,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
太子哪吒小怪1,301511,天兵A,,Z0001,Z0001,,,1036,1000,10,,8,15,10,5,,,210
太子哪吒小怪2,301512,天兵B,,Z0002,Z0002,,,1037,1000,10,,8,15,10,5,,,210
太子哪吒小怪3,301513,天兵C,,Z0003,Z0003,,,1038,1000,10,,8,15,10,5,,,225
太子哪吒小怪4,301514,天兵D,,Z0004,Z0004,,,1039,1000,10,,8,15,10,5,,,190
太子哪吒小怪5,301515,小怪5,,,,,,1040,,10,,8,15,10,5,,,
太子哪吒小怪6,301516,小怪6,,,,,,1041,,10,,8,15,10,5,,,
太子哪吒精英1,301571,精英1,,,,,,7037,,10,,8,15,10,5,,,
太子哪吒精英2,301572,精英2,,,,,,7038,,10,,8,15,10,5,,,
太子哪吒boss1,301591,哪吒,,A0006,A0006,,head_2006,9037,10000,10,,12,15,10,5,,,240
,,,,,,,,,,,,,,,,,,
突破重围小怪1,301611,天兵A,,Z0001,Z0001,,,1036,1000,10,,8,15,10,5,,,210
突破重围小怪2,301612,天兵B,,Z0002,Z0002,,,1037,1000,10,,8,15,10,5,,,210
突破重围小怪3,301613,天兵C,,Z0003,Z0003,,,1038,1000,10,,8,15,10,5,,,225
突破重围小怪4,301614,天兵D,,Z0004,Z0004,,,1039,1000,10,,8,15,10,5,,,190
突破重围小怪5,301615,小怪5,,,,,,1040,,10,,8,15,10,5,,,
突破重围小怪6,301616,小怪6,,,,,,1041,,10,,8,15,10,5,,,
突破重围精英1,301671,精英1,,,,,,7037,,10,,8,15,10,5,,,
突破重围精英2,301672,精英2,,,,,,7038,,10,,8,15,10,5,,,
突破重围boss1,301691,boss1,,,,,,9037,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
逃出生天小怪1,301711,天兵A,,Z0001,Z0001,,,1037,1000,10,,8,15,10,5,,,210
逃出生天小怪2,301712,天兵B,,Z0002,Z0002,,,1038,1000,10,,8,15,10,5,,,210
逃出生天小怪3,301713,天兵C,,Z0003,Z0003,,,1039,1000,10,,8,15,10,5,,,225
逃出生天小怪4,301714,天兵D,,Z0004,Z0004,,,1040,1000,10,,8,15,10,5,,,190
逃出生天小怪5,301715,小怪5,,,,,,1041,,10,,8,15,10,5,,,
逃出生天小怪6,301716,小怪6,,,,,,1042,,10,,8,15,10,5,,,
逃出生天精英1,301771,精英1,,,,,,7038,,10,,8,15,10,5,,,
逃出生天精英2,301772,精英2,,,,,,7039,,10,,8,15,10,5,,,
逃出生天boss1,301791,boss1,,,,,,9038,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
托塔天王小怪1,301811,天兵A,,Z0001,Z0001,,,1037,1000,10,,8,15,10,5,,,210
托塔天王小怪2,301812,天兵B,,Z0002,Z0002,,,1038,1000,10,,8,15,10,5,,,210
托塔天王小怪3,301813,天兵C,,Z0003,Z0003,,,1039,1000,10,,8,15,10,5,,,225
托塔天王小怪4,301814,天兵D,,Z0004,Z0004,,,1040,1000,10,,8,15,10,5,,,190
托塔天王小怪5,301815,小怪5,,,,,,1041,,10,,8,15,10,5,,,
托塔天王小怪6,301816,小怪6,,,,,,1042,,10,,8,15,10,5,,,
托塔天王精英1,301871,精英1,,,,,,7038,,10,,8,15,10,5,,,
托塔天王精英2,301872,精英2,,,,,,7039,,10,,8,15,10,5,,,
托塔天王boss1,301891,托塔天王,,A0007,A0007,,head_2007,9038,10015,10,,10,15,10,5,,,270
,,,,,,,,,,,,,,,,,,
围困之兵小怪1,301911,天兵A,,Z0001,Z0001,,,1038,1000,10,,8,15,10,5,,,210
围困之兵小怪2,301912,天兵B,,Z0002,Z0002,,,1039,1000,10,,8,15,10,5,,,210
围困之兵小怪3,301913,天兵C,,Z0003,Z0003,,,1040,1000,10,,8,15,10,5,,,225
围困之兵小怪4,301914,天兵D,,Z0004,Z0004,,,1041,1000,10,,8,15,10,5,,,190
围困之兵小怪5,301915,小怪5,,,,,,1042,,10,,8,15,10,5,,,
围困之兵小怪6,301916,小怪6,,,,,,1043,,10,,8,15,10,5,,,
围困之兵精英1,301971,精英1,,,,,,7039,,10,,8,15,10,5,,,
围困之兵精英2,301972,精英2,,,,,,7040,,10,,8,15,10,5,,,
围困之兵boss1,301991,boss1,,,,,,9039,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
二郎真君小怪1,302011,天兵A,,Z0001,Z0001,,,1038,1000,10,,8,15,10,5,,,210
二郎真君小怪2,302012,天兵B,,Z0002,Z0002,,,1039,1000,10,,8,15,10,5,,,210
二郎真君小怪3,302013,天兵C,,Z0003,Z0003,,,1040,1000,10,,8,15,10,5,,,225
二郎真君小怪4,302014,天兵D,,Z0004,Z0004,,,1041,1000,10,,8,15,10,5,,,190
二郎真君小怪5,302015,小怪5,,,,,,1042,,10,,8,15,10,5,,,
二郎真君小怪6,302016,小怪6,,,,,,1043,,10,,8,15,10,5,,,
二郎真君精英1,302071,精英1,,,,,,7039,,10,,8,15,10,5,,,
二郎真君精英2,302072,精英2,,,,,,7040,,10,,8,15,10,5,,,
二郎真君boss1,302091,二郎真君,,S0002,S0002,,head_2017,9039,10005,10,,10,15,10,5,,,280
,,,,,,,,,,,,,,,,,,
崎岖山岭小怪1,400111,山羊恶霸,,Z0010,Z0010,,,1039,1001,10,,8,15,10,5,,,195
崎岖山岭小怪2,400112,双板斧兵,,Z0009,Z0009,,,1040,1000,10,,8,15,10,5,,,188
崎岖山岭小怪3,400113,小怪3,,,,,,1041,,10,,8,15,10,5,,,
崎岖山岭小怪4,400114,小怪4,,,,,,1042,,10,,8,15,10,5,,,
崎岖山岭小怪5,400115,小怪5,,,,,,1043,,10,,8,15,10,5,,,
崎岖山岭小怪6,400116,小怪6,,,,,,1044,,10,,8,15,10,5,,,
崎岖山岭精英1,400171,精英1,,,,,,7040,,10,,8,15,10,5,,,
崎岖山岭精英2,400172,精英2,,,,,,7041,,10,,8,15,10,5,,,
崎岖山岭boss1,400191,寅将军,,A0008,A0008,,head_2008,9040,10019,10,,10,15,10,5,,,245
,,,,,,,,,,,,,,,,,,
五行山下小怪1,400211,山羊恶霸,,Z0010,Z0010,,,1039,1001,10,,8,15,10,5,,,195
五行山下小怪2,400212,双板斧兵,,Z0009,Z0009,,,1040,1000,10,,8,15,10,5,,,188
五行山下小怪3,400213,小怪3,,,,,,1041,,10,,8,15,10,5,,,
五行山下小怪4,400214,小怪4,,,,,,1042,,10,,8,15,10,5,,,
五行山下小怪5,400215,小怪5,,,,,,1043,,10,,8,15,10,5,,,
五行山下小怪6,400216,小怪6,,,,,,1044,,10,,8,15,10,5,,,
五行山下精英1,400271,精英1,,,,,,7040,,10,,8,15,10,5,,,
五行山下精英2,400272,精英2,,,,,,7041,,10,,8,15,10,5,,,
五行山下boss1,400291,独角巨猿,,C0001,C0001,,head_2032,9040,10026,10,,10,15,10,5,,,198
,,,,,,,,,,,,,,,,,,
五行山顶小怪1,400311,山羊恶霸,,Z0010,Z0010,,,1040,1001,10,,8,15,10,5,,,195
五行山顶小怪2,400312,双板斧兵,,Z0009,Z0009,,,1041,1000,10,,8,15,10,5,,,188
五行山顶小怪3,400313,小怪3,,,,,,1042,,10,,8,15,10,5,,,
五行山顶小怪4,400314,小怪4,,,,,,1043,,10,,8,15,10,5,,,
五行山顶小怪5,400315,小怪5,,,,,,1044,,10,,8,15,10,5,,,
五行山顶小怪6,400316,小怪6,,,,,,1045,,10,,8,15,10,5,,,
五行山顶精英1,400371,精英1,,,,,,7041,,10,,8,15,10,5,,,
五行山顶精英2,400372,精英2,,,,,,7042,,10,,8,15,10,5,,,
五行山顶boss1,400391,双拐豹头,,C0006,C0006,,head_2037,9041,10031,10,,10,15,10,5,,,240
,,,,,,,,,,,,,,,,,,
双叉横桥小怪1,400411,山羊恶霸,,Z0010,Z0010,,,1040,1001,10,,8,15,10,5,,,195
双叉横桥小怪2,400412,双板斧兵,,Z0009,Z0009,,,1041,1000,10,,8,15,10,5,,,188
双叉横桥小怪3,400413,小怪3,,,,,,1042,,10,,8,15,10,5,,,
双叉横桥小怪4,400414,小怪4,,,,,,1043,,10,,8,15,10,5,,,
双叉横桥小怪5,400415,小怪5,,,,,,1044,,10,,8,15,10,5,,,
双叉横桥小怪6,400416,小怪6,,,,,,1045,,10,,8,15,10,5,,,
双叉横桥精英1,400471,精英1,,,,,,7041,,10,,8,15,10,5,,,
双叉横桥精英2,400472,精英2,,,,,,7042,,10,,8,15,10,5,,,
双叉横桥boss1,400491,boss1,,,,,,9041,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
拦路劫盗小怪1,400511,山羊恶霸,,Z0010,Z0010,,,1041,1001,10,,8,15,10,5,,,195
拦路劫盗小怪2,400512,双板斧兵,,Z0009,Z0009,,,1042,1000,10,,8,15,10,5,,,188
拦路劫盗小怪3,400513,小怪3,,,,,,1043,,10,,8,15,10,5,,,
拦路劫盗小怪4,400514,小怪4,,,,,,1044,,10,,8,15,10,5,,,
拦路劫盗小怪5,400515,小怪5,,,,,,1045,,10,,8,15,10,5,,,
拦路劫盗小怪6,400516,小怪6,,,,,,1046,,10,,8,15,10,5,,,
拦路劫盗精英1,400571,精英1,,,,,,7042,,10,,8,15,10,5,,,
拦路劫盗精英2,400572,精英2,,,,,,7043,,10,,8,15,10,5,,,
拦路劫盗boss1,400591,boss1,,,,,,9042,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
横桥尽头小怪1,400611,山羊恶霸,,Z0010,Z0010,,,1041,1001,10,,8,15,10,5,,,195
横桥尽头小怪2,400612,双板斧兵,,Z0009,Z0009,,,1042,1000,10,,8,15,10,5,,,188
横桥尽头小怪3,400613,小怪3,,,,,,1043,,10,,8,15,10,5,,,
横桥尽头小怪4,400614,小怪4,,,,,,1044,,10,,8,15,10,5,,,
横桥尽头小怪5,400615,小怪5,,,,,,1045,,10,,8,15,10,5,,,
横桥尽头小怪6,400616,小怪6,,,,,,1046,,10,,8,15,10,5,,,
横桥尽头精英1,400671,精英1,,,,,,7042,,10,,8,15,10,5,,,
横桥尽头精英2,400672,精英2,,,,,,7043,,10,,8,15,10,5,,,
横桥尽头boss1,400691,boss1,,,,,,9042,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
岭上寻虎小怪1,400711,山羊恶霸,,Z0010,Z0010,,,1042,1001,10,,8,15,10,5,,,195
岭上寻虎小怪2,400712,双板斧兵,,Z0009,Z0009,,,1043,1000,10,,8,15,10,5,,,188
岭上寻虎小怪3,400713,锄头虎精,,Z0030,Z0030,,,1044,1000,10,,8,15,10,5,,,160
岭上寻虎小怪4,400714,小怪4,,,,,,1045,,10,,8,15,10,5,,,
岭上寻虎小怪5,400715,小怪5,,,,,,1046,,10,,8,15,10,5,,,
岭上寻虎小怪6,400716,小怪6,,,,,,1047,,10,,8,15,10,5,,,
岭上寻虎精英1,400771,精英1,,,,,,7043,,10,,8,15,10,5,,,
岭上寻虎精英2,400772,精英2,,,,,,7044,,10,,8,15,10,5,,,
岭上寻虎boss1,400791,boss1,,,,,,9043,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
力敌虎精小怪1,400811,山羊恶霸,,Z0010,Z0010,,,1042,1001,10,,8,15,10,5,,,195
力敌虎精小怪2,400812,双板斧兵,,Z0009,Z0009,,,1043,1000,10,,8,15,10,5,,,188
力敌虎精小怪3,400813,锄头虎精,,Z0030,Z0030,,,1044,1000,10,,8,15,10,5,,,160
力敌虎精小怪4,400814,小怪4,,,,,,1045,,10,,8,15,10,5,,,
力敌虎精小怪5,400815,小怪5,,,,,,1046,,10,,8,15,10,5,,,
力敌虎精小怪6,400816,小怪6,,,,,,1047,,10,,8,15,10,5,,,
力敌虎精精英1,400871,精英1,,,,,,7043,,10,,8,15,10,5,,,
力敌虎精精英2,400872,精英2,,,,,,7044,,10,,8,15,10,5,,,
力敌虎精boss1,400891,寅将军,,A0008,A0008,,head_2008,9043,10019,10,,10,15,10,5,,,245
,,,,,,,,,,,,,,,,,,
古刹禅房小怪1,500111,长枪刀牛精,,Z0011,Z0011,,,1043,1000,10,,8,15,10,5,,,192
古刹禅房小怪2,500112,熊精,,Z0012,Z0012,,,1044,1000,10,,8,15,10,5,,,160
古刹禅房小怪3,500113,蛇精,,Z0013,Z0013,,,1045,1001,10,,8,15,10,5,,,200
古刹禅房小怪4,500114,小怪4,,,,,,1046,,10,,8,15,10,5,,,
古刹禅房小怪5,500115,小怪5,,,,,,1047,,10,,8,15,10,5,,,
古刹禅房小怪6,500116,小怪6,,,,,,1048,,10,,8,15,10,5,,,
古刹禅房精英1,500171,精英1,,,,,,7044,,10,,8,15,10,5,,,
古刹禅房精英2,500172,精英2,,,,,,7045,,10,,8,15,10,5,,,
古刹禅房boss1,500191,boss1,,,,,,9044,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
取回袈裟小怪1,500211,长枪刀牛精,,Z0011,Z0011,,,1043,1000,10,,8,15,10,5,,,192
取回袈裟小怪2,500212,熊精,,Z0012,Z0012,,,1044,1000,10,,8,15,10,5,,,160
取回袈裟小怪3,500213,蛇精,,Z0013,Z0013,,,1045,1001,10,,8,15,10,5,,,200
取回袈裟小怪4,500214,小怪4,,,,,,1046,,10,,8,15,10,5,,,
取回袈裟小怪5,500215,小怪5,,,,,,1047,,10,,8,15,10,5,,,
取回袈裟小怪6,500216,小怪6,,,,,,1048,,10,,8,15,10,5,,,
取回袈裟精英1,500271,精英1,,,,,,7044,,10,,8,15,10,5,,,
取回袈裟精英2,500272,精英2,,,,,,7045,,10,,8,15,10,5,,,
取回袈裟boss1,500291,boss1,,,,,,9044,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
翻查佛寺小怪1,500311,长枪刀牛精,,Z0011,Z0011,,,1044,1000,10,,8,15,10,5,,,192
翻查佛寺小怪2,500312,熊精,,Z0012,Z0012,,,1045,1000,10,,8,15,10,5,,,160
翻查佛寺小怪3,500313,蛇精,,Z0013,Z0013,,,1046,1001,10,,8,15,10,5,,,200
翻查佛寺小怪4,500314,小怪4,,,,,,1047,,10,,8,15,10,5,,,
翻查佛寺小怪5,500315,小怪5,,,,,,1048,,10,,8,15,10,5,,,
翻查佛寺小怪6,500316,小怪6,,,,,,1049,,10,,8,15,10,5,,,
翻查佛寺精英1,500371,精英1,,,,,,7045,,10,,8,15,10,5,,,
翻查佛寺精英2,500372,精英2,,,,,,7046,,10,,8,15,10,5,,,
翻查佛寺boss1,500391,独角巨猿,,C0001,C0001,,head_2032,9045,10026,10,,10,15,10,5,,,198
,,,,,,,,,,,,,,,,,,
循迹追踪小怪1,500411,长枪刀牛精,,Z0011,Z0011,,,1044,1000,10,,8,15,10,5,,,192
循迹追踪小怪2,500412,熊精,,Z0012,Z0012,,,1045,1000,10,,8,15,10,5,,,160
循迹追踪小怪3,500413,蛇精,,Z0013,Z0013,,,1046,1001,10,,8,15,10,5,,,200
循迹追踪小怪4,500414,小怪4,,,,,,1047,,10,,8,15,10,5,,,
循迹追踪小怪5,500415,小怪5,,,,,,1048,,10,,8,15,10,5,,,
循迹追踪小怪6,500416,小怪6,,,,,,1049,,10,,8,15,10,5,,,
