备注,任务id,任务名称,接任务npcid,交任务npcid,任务完整描述,任务主分类,任务推荐等级,等级限制,任务图标,任务排序,章节ID,是否自动打开窗口,不可接任务对话ID,接任务对话id,已接任务对话id,交任务对话id,任务类型,完成条件key,完成条件count,数值1,数值2,数值3,前置任务id,后续任务id,任务是否可以放弃,不可接任务跟踪文本,任务跟踪可接文本,任务跟踪进行中文本,任务跟踪可交文本,完成任务广播频道,完成任务系统消息ID,奖励铜钱,奖励灵力,奖励威望,奖励经验,奖励物品通用,奖励物品职业1,奖励物品职业2,奖励物品职业3,奖励物品职业4,奖励任务ID,任务是否关闭,开启章节效果ID,自动寻路
11002,211004,一探宝塔,600303,600303,通关{2#11002●一探宝塔}九次。,2,70,70,,,11,,,459,460,461,1,11002,9,,,,11002,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#11002●一探宝塔}九次,完成任务，去找{1#600303●猪八戒}吧,,,23496,9398,,10680,,,,,,,,,1
11002,211005,一探宝塔【二】,600304,600304,通关{2#11002●一探宝塔}九次。,2,70,71,,,11,,,459,460,461,1,11002,9,,,,11003,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#11002●一探宝塔}九次,完成任务，去找{1#600304●沙悟净}吧,,,23760,9504,,10800,,,,,,,1,,1
11003,211006,相救唐僧,600302,600302,通关{2#11003●相救唐僧}九次。,2,71,71,,,11,,,459,460,461,1,11003,9,,,,11003,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#11003●相救唐僧}九次,完成任务，去找{1#600302●孙悟空}吧,,,23760,9504,,10800,,,,,,,,,1
11003,211007,相救唐僧【二】,600301,600301,通关{2#11003●相救唐僧}九次。,2,71,71,,,11,,,459,460,461,1,11003,9,,,,11004,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#11003●相救唐僧}九次,完成任务，去找{1#600301●唐三藏}吧,,,23760,9504,,10800,,,,,,,1,,1
11004,211008,居后掠阵,600303,600303,通关{2#11004●居后掠阵}九次。,2,71,71,,,11,,,459,460,461,1,11004,9,,,,11004,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#11004●居后掠阵}九次,完成任务，去找{1#600303●猪八戒}吧,,,23760,9504,,10800,,,,,,,,,1
11004,211009,居后掠阵【二】,600304,600304,通关{2#11004●居后掠阵}九次。,2,71,72,,,11,,,459,460,461,1,11004,9,,,,11006,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#11004●居后掠阵}九次,完成任务，去找{1#600304●沙悟净}吧,,,24024,9610,,10920,,,,,,,1,,1
11005,211010,回援沙僧,600302,600302,通关{2#11005●回援沙僧}九次。,2,72,72,,,11,,,459,460,461,1,11005,9,,,,11006,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#11005●回援沙僧}九次,完成任务，去找{1#600302●孙悟空}吧,,,24024,9610,,10920,,,,,,,,,1
11004,211011,居后掠阵【三】,600301,600301,通关{2#11004●居后掠阵}九次。,2,71,72,,,11,,,459,460,461,1,11004,9,,,,11008,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#11004●居后掠阵}九次,完成任务，去找{1#600301●唐三藏}吧,,,24024,9610,,10920,,,,,,,1,,1
11005,211012,回援沙僧【二】,600303,600303,通关{2#11005●回援沙僧}九次。,2,72,72,,,11,,,459,460,461,1,11005,9,,,,11008,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#11005●回援沙僧}九次,完成任务，去找{1#600303●猪八戒}吧,,,24024,9610,,10920,,,,,,,1,,1
11006,211013,殷勤相嘱,600304,600304,通关{2#11006●殷勤相嘱}九次。,2,72,72,,,11,,,459,460,461,1,11006,9,,,,11008,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#11006●殷勤相嘱}九次,完成任务，去找{1#600304●沙悟净}吧,,,24024,9610,,10920,,,,,,,,,1
11006,211014,殷勤相嘱【二】,600302,600302,通关{2#11006●殷勤相嘱}九次。,2,72,73,,,11,,,459,460,461,1,11006,9,,,,11009,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#11006●殷勤相嘱}九次,完成任务，去找{1#600302●孙悟空}吧,,,24288,9715,,11040,,,,,,,1,,1
11007,211015,联袂而作,600301,600301,通关{2#11007●联袂而作}九次。,2,73,73,,,11,,,459,460,461,1,11007,9,,,,11009,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#11007●联袂而作}九次,完成任务，去找{1#600301●唐三藏}吧,,,24288,9715,,11040,,,,,,,,,1
11006,211016,殷勤相嘱【三】,600303,600303,通关{2#11006●殷勤相嘱}九次。,2,72,73,,,11,,,459,460,461,1,11006,9,,,,11010,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#11006●殷勤相嘱}九次,完成任务，去找{1#600303●猪八戒}吧,,,24288,9715,,11040,,,,,,,1,,1
11007,211017,联袂而作【二】,600304,600304,通关{2#11007●联袂而作}九次。,2,73,73,,,11,,,459,460,461,1,11007,9,,,,11010,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#11007●联袂而作}九次,完成任务，去找{1#600304●沙悟净}吧,,,24288,9715,,11040,,,,,,,1,,1
11008,211018,奎木星宿,600302,600302,通关{2#11008●奎木星宿}九次。,2,73,73,,,11,,,459,460,461,1,11008,9,,,,11010,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#11008●奎木星宿}九次,完成任务，去找{1#600302●孙悟空}吧,,,24288,9715,,11040,,,,,,,,,1
11008,212001,奎木星宿【二】,600301,600301,通关{2#11008●奎木星宿}十次。,2,73,74,,,12,,,459,460,461,1,11008,10,,,,12002,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#11008●奎木星宿}十次,完成任务，去找{1#600301●唐三藏}吧,,,24552,9821,,11160,,,,,,,1,,1
12001,212002,暗随八戒,600303,600303,通关{2#12001●暗随八戒}十次。,2,74,74,,,12,,,459,460,461,1,12001,10,,,,12002,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12001●暗随八戒}十次,完成任务，去找{1#600303●猪八戒}吧,,,24552,9821,,11160,,,,,,,,,1
11008,212003,奎木星宿【三】,600304,600304,通关{2#11008●奎木星宿}十次。,2,73,74,,,12,,,459,460,461,1,11008,10,,,,12003,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#11008●奎木星宿}十次,完成任务，去找{1#600304●沙悟净}吧,,,24552,9821,,11160,,,,,,,1,,1
12001,212004,暗随八戒【二】,600302,600302,通关{2#12001●暗随八戒}十次。,2,74,74,,,12,,,459,460,461,1,12001,10,,,,12003,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12001●暗随八戒}十次,完成任务，去找{1#600302●孙悟空}吧,,,24552,9821,,11160,,,,,,,1,,1
12002,212005,路寻木母,600301,600301,通关{2#12002●路寻木母}十次。,2,74,74,,,12,,,459,460,461,1,12002,10,,,,12003,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12002●路寻木母}十次,完成任务，去找{1#600301●唐三藏}吧,,,24552,9821,,11160,,,,,,,,,1
12002,212006,路寻木母【二】,600303,600303,通关{2#12002●路寻木母}十次。,2,74,75,,,12,,,459,460,461,1,12002,10,,,,12004,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12002●路寻木母}十次,完成任务，去找{1#600303●猪八戒}吧,,,24816,9926,,11280,,,,,,,1,,1
12003,212007,驱逐群妖,600304,600304,通关{2#12003●驱逐群妖}十次。,2,75,75,,,12,,,459,460,461,1,12003,10,,,,12004,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12003●驱逐群妖}十次,完成任务，去找{1#600304●沙悟净}吧,,,24816,9926,,11280,,,,,,,,,1
12002,212008,路寻木母【三】,600302,600302,通关{2#12002●路寻木母}十次。,2,74,75,,,12,,,459,460,461,1,12002,10,,,,12007,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12002●路寻木母}十次,完成任务，去找{1#600302●孙悟空}吧,,,24816,9926,,11280,,,,,,,1,,1
12003,212009,驱逐群妖【二】,600301,600301,通关{2#12003●驱逐群妖}十次。,2,75,75,,,12,,,459,460,461,1,12003,10,,,,12007,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12003●驱逐群妖}十次,完成任务，去找{1#600301●唐三藏}吧,,,24816,9926,,11280,,,,,,,1,,1
12004,212010,莲花洞窟,600303,600303,通关{2#12004●莲花洞窟}十次。,2,75,75,,,12,,,459,460,461,1,12004,10,,,,12007,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12004●莲花洞窟}十次,完成任务，去找{1#600303●猪八戒}吧,,,24816,9926,,11280,,,,,,,,,1
12004,212011,莲花洞窟【二】,600304,600304,通关{2#12004●莲花洞窟}十次。,2,75,76,,,12,,,459,460,461,1,12004,10,,,,12008,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12004●莲花洞窟}十次,完成任务，去找{1#600304●沙悟净}吧,,,25080,10032,,11400,,,,,,,1,,1
12005,212012,斩获法宝,600302,600302,通关{2#12005●斩获法宝}十次。,2,76,76,,,12,,,459,460,461,1,12005,10,,,,12008,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12005●斩获法宝}十次,完成任务，去找{1#600302●孙悟空}吧,,,25080,10032,,11400,,,,,,,,,1
12004,212013,莲花洞窟【三】,600301,600301,通关{2#12004●莲花洞窟}十次。,2,75,76,,,12,,,459,460,461,1,12004,10,,,,12009,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12004●莲花洞窟}十次,完成任务，去找{1#600301●唐三藏}吧,,,25080,10032,,11400,,,,,,,1,,1
12005,212014,斩获法宝【二】,600303,600303,通关{2#12005●斩获法宝}十次。,2,76,76,,,12,,,459,460,461,1,12005,10,,,,12009,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12005●斩获法宝}十次,完成任务，去找{1#600303●猪八戒}吧,,,25080,10032,,11400,,,,,,,1,,1
12006,212015,改装易容,600304,600304,通关{2#12006●改装易容}十次。,2,76,76,,,12,,,459,460,461,1,12006,10,,,,12009,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12006●改装易容}十次,完成任务，去找{1#600304●沙悟净}吧,,,25080,10032,,11400,,,,,,,,,1
12005,212016,斩获法宝【三】,600302,600302,通关{2#12005●斩获法宝}十次。,2,76,77,,,12,,,459,460,461,1,12005,10,,,,12010,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12005●斩获法宝}十次,完成任务，去找{1#600302●孙悟空}吧,,,25344,10138,,11520,,,,,,,1,,1
12006,212017,改装易容【二】,600302,600302,通关{2#12006●改装易容}十次。,2,76,77,,,12,,,459,460,461,1,12006,10,,,,12010,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12006●改装易容}十次,完成任务，去找{1#600302●孙悟空}吧,,,25344,10138,,11520,,,,,,,1,,1
12007,212018,潜入妖穴,600301,600301,通关{2#12007●潜入妖穴}十次。,2,77,77,,,12,,,459,460,461,1,12007,10,,,,12010,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12007●潜入妖穴}十次,完成任务，去找{1#600301●唐三藏}吧,,,25344,10138,,11520,,,,,,,,,1
12006,212019,改装易容【三】,600303,600303,通关{2#12006●改装易容}十次。,2,76,77,,,12,,,459,460,461,1,12006,10,,,,12011,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12006●改装易容}十次,完成任务，去找{1#600303●猪八戒}吧,,,25344,10138,,11520,,,,,,,1,,1
12007,212020,潜入妖穴【二】,600304,600304,通关{2#12007●潜入妖穴}十次。,2,77,77,,,12,,,459,460,461,1,12007,10,,,,12011,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12007●潜入妖穴}十次,完成任务，去找{1#600304●沙悟净}吧,,,25344,10138,,11520,,,,,,,1,,1
12008,212021,劫掠净瓶,600302,600302,通关{2#12008●劫掠净瓶}十次。,2,77,77,,,12,,,459,460,461,1,12008,10,,,,12011,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12008●劫掠净瓶}十次,完成任务，去找{1#600302●孙悟空}吧,,,25344,10138,,11520,,,,,,,,,1
12007,212022,潜入妖穴【三】,600301,600301,通关{2#12007●潜入妖穴}十次。,2,77,78,,,12,,,459,460,461,1,12007,10,,,,12012,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12007●潜入妖穴}十次,完成任务，去找{1#600301●唐三藏}吧,,,25608,10243,,11640,,,,,,,1,,1
12008,212023,劫掠净瓶【二】,600303,600303,通关{2#12008●劫掠净瓶}十次。,2,77,78,,,12,,,459,460,461,1,12008,10,,,,12012,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12008●劫掠净瓶}十次,完成任务，去找{1#600303●猪八戒}吧,,,25608,10243,,11640,,,,,,,1,,1
12009,212024,听风得讯,600304,600304,通关{2#12009●听风得讯}十次。,2,78,78,,,12,,,459,460,461,1,12009,10,,,,12012,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12009●听风得讯}十次,完成任务，去找{1#600304●沙悟净}吧,,,25608,10243,,11640,,,,,,,,,1
12008,212025,劫掠净瓶【三】,600302,600302,通关{2#12008●劫掠净瓶}十次。,2,77,78,,,12,,,459,460,461,1,12008,10,,,,12013,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12008●劫掠净瓶}十次,完成任务，去找{1#600302●孙悟空}吧,,,25608,10243,,11640,,,,,,,1,,1
12009,212026,听风得讯【二】,600301,600301,通关{2#12009●听风得讯}十次。,2,78,78,,,12,,,459,460,461,1,12009,10,,,,12013,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12009●听风得讯}十次,完成任务，去找{1#600301●唐三藏}吧,,,25608,10243,,11640,,,,,,,1,,1
12010,212027,杀妖取宝,600303,600303,通关{2#12010●杀妖取宝}十次。,2,78,78,,,12,,,459,460,461,1,12010,10,,,,12013,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12010●杀妖取宝}十次,完成任务，去找{1#600303●猪八戒}吧,,,25608,10243,,11640,,,,,,,,,1
12009,212028,听风得讯【三】,600304,600304,通关{2#12009●听风得讯}十次。,2,78,79,,,12,,,459,460,461,1,12009,10,,,,12014,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12009●听风得讯}十次,完成任务，去找{1#600304●沙悟净}吧,,,25872,10349,,11760,,,,,,,1,,1
12010,212029,杀妖取宝【二】,600302,600302,通关{2#12010●杀妖取宝}十次。,2,78,79,,,12,,,459,460,461,1,12010,10,,,,12014,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12010●杀妖取宝}十次,完成任务，去找{1#600302●孙悟空}吧,,,25872,10349,,11760,,,,,,,1,,1
12011,212030,灭绝群妖,600301,600301,通关{2#12011●灭绝群妖}十次。,2,79,79,,,12,,,459,460,461,1,12011,10,,,,12014,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12011●灭绝群妖}十次,完成任务，去找{1#600301●唐三藏}吧,,,25872,10349,,11760,,,,,,,,,1
12010,212031,杀妖取宝【三】,600303,600303,通关{2#12010●杀妖取宝}十次。,2,78,79,,,12,,,459,460,461,1,12010,10,,,,12015,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12010●杀妖取宝}十次,完成任务，去找{1#600303●猪八戒}吧,,,25872,10349,,11760,,,,,,,1,,1
12011,212032,灭绝群妖【二】,600304,600304,通关{2#12011●灭绝群妖}十次。,2,79,79,,,12,,,459,460,461,1,12011,10,,,,12015,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12011●灭绝群妖}十次,完成任务，去找{1#600304●沙悟净}吧,,,25872,10349,,11760,,,,,,,1,,1
12012,212033,临危生变,600302,600302,通关{2#12012●临危生变}十次。,2,79,79,,,12,,,459,460,461,1,12012,10,,,,12015,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12012●临危生变}十次,完成任务，去找{1#600302●孙悟空}吧,,,25872,10349,,11760,,,,,,,,,1
12011,212034,灭绝群妖【三】,600301,600301,通关{2#12011●灭绝群妖}十次。,2,79,80,,,12,,,459,460,461,1,12011,10,,,,12016,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12011●灭绝群妖}十次,完成任务，去找{1#600301●唐三藏}吧,,,26136,10454,,11880,,,,,,,1,,1
12012,212035,临危生变【二】,600303,600303,通关{2#12012●临危生变}十次。,2,79,80,,,12,,,459,460,461,1,12012,10,,,,12016,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12012●临危生变}十次,完成任务，去找{1#600303●猪八戒}吧,,,26136,10454,,11880,,,,,,,1,,1
12013,212036,扫退追兵,600304,600304,通关{2#12013●扫退追兵}十次。,2,80,80,,,12,,,459,460,461,1,12013,10,,,,12016,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12013●扫退追兵}十次,完成任务，去找{1#600304●沙悟净}吧,,,26136,10454,,11880,,,,,,,,,1
12012,212037,临危生变【三】,600302,600302,通关{2#12012●临危生变}十次。,2,79,80,,,12,,,459,460,461,1,12012,10,,,,12017,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12012●临危生变}十次,完成任务，去找{1#600302●孙悟空}吧,,,26136,10454,,11880,,,,,,,1,,1
12013,212038,扫退追兵【二】,600301,600301,通关{2#12013●扫退追兵}十次。,2,80,80,,,12,,,459,460,461,1,12013,10,,,,12017,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12013●扫退追兵}十次,完成任务，去找{1#600301●唐三藏}吧,,,26136,10454,,11880,,,,,,,1,,1
12014,212039,智取银角,600303,600303,通关{2#12014●智取银角}十次。,2,80,80,,,12,,,459,460,461,1,12014,10,,,,12017,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12014●智取银角}十次,完成任务，去找{1#600303●猪八戒}吧,,,26136,10454,,11880,,,,,,,,,1
12013,212040,扫退追兵【三】,600304,600304,通关{2#12013●扫退追兵}十次。,2,80,81,,,12,,,459,460,461,1,12013,10,,,,12018,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12013●扫退追兵}十次,完成任务，去找{1#600304●沙悟净}吧,,,26400,10560,,12000,,,,,,,1,,1
12014,212041,智取银角【二】,600302,600302,通关{2#12014●智取银角}十次。,2,80,81,,,12,,,459,460,461,1,12014,10,,,,12018,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12014●智取银角}十次,完成任务，去找{1#600302●孙悟空}吧,,,26400,10560,,12000,,,,,,,1,,1
12015,212042,解救唐僧,600301,600301,通关{2#12015●解救唐僧}十次。,2,81,81,,,12,,,459,460,461,1,12015,10,,,,12018,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12015●解救唐僧}十次,完成任务，去找{1#600301●唐三藏}吧,,,26400,10560,,12000,,,,,,,,,1
12014,212043,智取银角【三】,600303,600303,通关{2#12014●智取银角}十次。,2,80,81,,,12,,,459,460,461,1,12014,10,,,,12019,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12014●智取银角}十次,完成任务，去找{1#600303●猪八戒}吧,,,26400,10560,,12000,,,,,,,1,,1
12015,212044,解救唐僧【二】,600304,600304,通关{2#12015●解救唐僧}十次。,2,81,81,,,12,,,459,460,461,1,12015,10,,,,12019,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#12015●解救唐僧}十次,完成任务，去找{1#600304●沙悟净}吧,,,26400,10560,,12000,,,,,,,1,,1
12016,212045,金银同归,600302,600302,通关{2#12016●金银同归}十次。,2,81,81,,,12,,,459,460,461,1,12016,10,,,,12019,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12016●金银同归}十次,完成任务，去找{1#600302●孙悟空}吧,,,26400,10560,,12000,,,,,,,,,1
12015,213001,解救唐僧【三】,600301,600301,通关{2#12015●解救唐僧}十次。,2,81,82,,,13,,,459,460,461,1,12015,10,,,,13004,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12015●解救唐僧}十次,完成任务，去找{1#600301●唐三藏}吧,,,26664,10666,,12120,,,,,,,1,,1
12016,213002,金银同归【二】,600303,600303,通关{2#12016●金银同归}十次。,2,81,82,,,13,,,459,460,461,1,12016,10,,,,13004,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#12016●金银同归}十次,完成任务，去找{1#600303●猪八戒}吧,,,26664,10666,,12120,,,,,,,1,,1
13001,213003,皇城谜梦,600304,600304,通关{2#13001●皇城谜梦}十次。,2,82,82,,,13,,,459,460,461,1,13001,10,,,,13004,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13001●皇城谜梦}十次,完成任务，去找{1#600304●沙悟净}吧,,,26664,10666,,12120,,,,,,,,,1
12015,213004,解救唐僧【四】,600302,600302,通关{2#12015●解救唐僧}十次。,2,81,82,,,13,,,459,460,461,1,12015,10,,,,13006,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#12015●解救唐僧}十次,完成任务，去找{1#600302●孙悟空}吧,,,26664,10666,,12120,,,,,,,1,,1
12016,213005,金银同归【三】,600301,600301,通关{2#12016●金银同归}十次。,2,81,82,,,13,,,459,460,461,1,12016,10,,,,13006,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#12016●金银同归}十次,完成任务，去找{1#600301●唐三藏}吧,,,26664,10666,,12120,,,,,,,1,,1
13001,213006,皇城谜梦【二】,600303,600303,通关{2#13001●皇城谜梦}十次。,2,82,82,,,13,,,459,460,461,1,13001,10,,,,13006,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13001●皇城谜梦}十次,完成任务，去找{1#600303●猪八戒}吧,,,26664,10666,,12120,,,,,,,1,,1
13002,213007,扰乱护卫,600304,600304,通关{2#13002●扰乱护卫}十次。,2,82,82,,,13,,,459,460,461,1,13002,10,,,,13006,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13002●扰乱护卫}十次,完成任务，去找{1#600304●沙悟净}吧,,,26664,10666,,12120,,,,,,,,,1
13001,213008,皇城谜梦【三】,600302,600302,通关{2#13001●皇城谜梦}十次。,2,82,83,,,13,,,459,460,461,1,13001,10,,,,13007,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13001●皇城谜梦}十次,完成任务，去找{1#600302●孙悟空}吧,,,26928,10771,,12240,,,,,,,1,,1
13002,213009,扰乱护卫【二】,600301,600301,通关{2#13002●扰乱护卫}十次。,2,82,83,,,13,,,459,460,461,1,13002,10,,,,13007,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13002●扰乱护卫}十次,完成任务，去找{1#600301●唐三藏}吧,,,26928,10771,,12240,,,,,,,1,,1
13003,213010,闲人东引,600303,600303,通关{2#13003●闲人东引}十次。,2,83,83,,,13,,,459,460,461,1,13003,10,,,,13007,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13003●闲人东引}十次,完成任务，去找{1#600303●猪八戒}吧,,,26928,10771,,12240,,,,,,,,,1
13001,213011,皇城谜梦【四】,600304,600304,通关{2#13001●皇城谜梦}十次。,2,82,83,,,13,,,459,460,461,1,13001,10,,,,13009,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13001●皇城谜梦}十次,完成任务，去找{1#600304●沙悟净}吧,,,26928,10771,,12240,,,,,,,1,,1
13002,213012,扰乱护卫【三】,600302,600302,通关{2#13002●扰乱护卫}十次。,2,82,83,,,13,,,459,460,461,1,13002,10,,,,13009,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13002●扰乱护卫}十次,完成任务，去找{1#600302●孙悟空}吧,,,26928,10771,,12240,,,,,,,1,,1
13003,213013,闲人东引【二】,600301,600301,通关{2#13003●闲人东引}十次。,2,83,83,,,13,,,459,460,461,1,13003,10,,,,13009,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13003●闲人东引}十次,完成任务，去找{1#600301●唐三藏}吧,,,26928,10771,,12240,,,,,,,1,,1
13004,213014,园内寻尸,600303,600303,通关{2#13004●园内寻尸}十次。,2,83,83,,,13,,,459,460,461,1,13004,10,,,,13009,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13004●园内寻尸}十次,完成任务，去找{1#600303●猪八戒}吧,,,26928,10771,,12240,,,,,,,,,1
13003,213015,闲人东引【三】,600304,600304,通关{2#13003●闲人东引}十次。,2,83,84,,,13,,,459,460,461,1,13003,10,,,,13010,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13003●闲人东引}十次,完成任务，去找{1#600304●沙悟净}吧,,,27192,10877,,12360,,,,,,,1,,1
13004,213016,园内寻尸【二】,600302,600302,通关{2#13004●园内寻尸}十次。,2,83,84,,,13,,,459,460,461,1,13004,10,,,,13010,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13004●园内寻尸}十次,完成任务，去找{1#600302●孙悟空}吧,,,27192,10877,,12360,,,,,,,1,,1
13005,213017,四处搜索,600301,600301,通关{2#13005●四处搜索}十次。,2,84,84,,,13,,,459,460,461,1,13005,10,,,,13010,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13005●四处搜索}十次,完成任务，去找{1#600301●唐三藏}吧,,,27192,10877,,12360,,,,,,,,,1
13003,213018,闲人东引【四】,600303,600303,通关{2#13003●闲人东引}十次。,2,83,84,,,13,,,459,460,461,1,13003,10,,,,13011,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13003●闲人东引}十次,完成任务，去找{1#600303●猪八戒}吧,,,27192,10877,,12360,,,,,,,1,,1
13004,213019,园内寻尸【三】,600304,600304,通关{2#13004●园内寻尸}十次。,2,83,84,,,13,,,459,460,461,1,13004,10,,,,13011,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13004●园内寻尸}十次,完成任务，去找{1#600304●沙悟净}吧,,,27192,10877,,12360,,,,,,,1,,1
13005,213020,四处搜索【二】,600302,600302,通关{2#13005●四处搜索}十次。,2,84,84,,,13,,,459,460,461,1,13005,10,,,,13011,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13005●四处搜索}十次,完成任务，去找{1#600302●孙悟空}吧,,,27192,10877,,12360,,,,,,,1,,1
13006,213021,井下玄机,600301,600301,通关{2#13006●井下玄机}十次。,2,84,84,,,13,,,459,460,461,1,13006,10,,,,13011,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13006●井下玄机}十次,完成任务，去找{1#600301●唐三藏}吧,,,27192,10877,,12360,,,,,,,,,1
13005,213022,四处搜索【三】,600303,600303,通关{2#13005●四处搜索}十次。,2,84,85,,,13,,,459,460,461,1,13005,10,,,,13012,,1,,去找{1#600303●猪八戒}接受任务吧 ,通关{2#13005●四处搜索}十次,完成任务，去找{1#600303●猪八戒}吧,,,27456,10982,,12480,,,,,,,1,,1
13006,213023,井下玄机【二】,600304,600304,通关{2#13006●井下玄机}十次。,2,84,85,,,13,,,459,460,461,1,13006,10,,,,13012,,1,,去找{1#600304●沙悟净}接受任务吧 ,通关{2#13006●井下玄机}十次,完成任务，去找{1#600304●沙悟净}吧,,,27456,10982,,12480,,,,,,,1,,1
13007,213024,避而疾走,600302,600302,通关{2#13007●避而疾走}十次。,2,85,85,,,13,,,459,460,461,1,13007,10,,,,13012,,1,,去找{1#600302●孙悟空}接受任务吧 ,通关{2#13007●避而疾走}十次,完成任务，去找{1#600302●孙悟空}吧,,,27456,10982,,12480,,,,,,,,,1
13005,213025,四处搜索【四】,600301,600301,通关{2#13005●四处搜索}十次。,2,84,85,,,13,,,459,460,461,1,13005,10,,,,13014,,1,,去找{1#600301●唐三藏}接受任务吧 ,通关{2#13005●四处搜索}十次,完成任务，去找{1#600301●唐三藏}吧,,,27456,10982,,12480,,,,,,,1,,1
